lane|id|pickup|delivery
Perrysburg,OH -> Toledo,OH|1447|Perrysburg,OH|Toledo,OH
Green Bay,WI -> Newark,NJ|1448|Green Bay,WI|Newark,NJ
Colonial Heights,VA -> Wellsburg,WV|1449|Colonial Heights,VA|Wellsburg,WV
St. Louis,MO -> Fletcher,NC|1450|St. Louis,MO|Fletcher,NC
Newark,NJ -> Medford,MA|1451|Newark,NJ|Medford,MA
Carlisle,PA -> Gardiner,ME|1452|Carlisle,PA|Gardiner,ME
Lakewood,NY -> Statesville,NC|1453|Lakewood,NY|Statesville,NC
Newark,DE -> Cleveland,NC|1454|Newark,DE|Cleveland,NC
Jamestown,NY -> Toledo,OH|1455|Jamestown,NY|Toledo,OH
Louisville,KY -> Paris,TN|1456|Louisville,KY|Paris,TN
Rome City,IN -> Laceys Spring,AL|1457|Rome City,IN|Laceys Spring,AL
Williamsburg,VA -> Dallas,TX|1458|Williamsburg,VA|Dallas,TX
Merced,CA -> Hayward,CA|1459|Merced,CA|Hayward,CA
Portsmouth,VA -> Aurora,IL|1460|Portsmouth,VA|Aurora,IL
York,PA -> Williamsport,MD|1461|York,PA|Williamsport,MD
Miami,FL -> Athens,AL|1462|Miami,FL|Athens,AL
Atlanta,GA -> South Brunswick Township,NJ|1463|Atlanta,GA|South Brunswick Township,NJ
Pompano Beach,FL -> Los Angeles,CA|1464|Pompano Beach,FL|Los Angeles,CA
Timberville,VA -> Pompano Beach,FL|1465|Timberville,VA|Pompano Beach,FL
Harleysville,PA -> Hebron,KY|1466|Harleysville,PA|Hebron,KY
Tucson,AZ -> Methuen,MA|1467|Tucson,AZ|Methuen,MA
Latrobe,PA -> Syracuse,NY|1468|Latrobe,PA|Syracuse,NY
Eagan,MN -> Morris,IL|1469|Eagan,MN|Morris,IL
Laredo,TX -> Pasadena,TX|1470|Laredo,TX|Pasadena,TX
Brooklyn,NY -> Kearny,NJ|1471|Brooklyn,NY|Kearny,NJ
Fort Collins,CO -> Beloit,KS|1472|Fort Collins,CO|Beloit,KS
Cartersville,GA -> Vidalia,GA|1473|Cartersville,GA|Vidalia,GA
Fairfield,CA -> Billings,MT|1474|Fairfield,CA|Billings,MT
Merrimack,NH -> Newark,NJ|1475|Merrimack,NH|Newark,NJ
St. Louis,MO -> Osage City,KS|1476|St. Louis,MO|Osage City,KS
Colonial Heights,VA -> Asheville,NC|1477|Colonial Heights,VA|Asheville,NC
Aurora,CO -> Glenwood Springs,CO|1478|Aurora,CO|Glenwood Springs,CO
Fort Collins,CO -> Cartersville,GA|1479|Fort Collins,CO|Cartersville,GA
Williamsburg,VA -> Rock Hill,SC|1480|Williamsburg,VA|Rock Hill,SC
Fort Collins,CO -> Poteau,OK|1481|Fort Collins,CO|Poteau,OK
Fairfield,CA -> Mobridge,SD|1482|Fairfield,CA|Mobridge,SD
Williamsburg,VA -> Danville,VA|1483|Williamsburg,VA|Danville,VA
Indianapolis,IN -> Portland,OR|1484|Indianapolis,IN|Portland,OR
Del Rio,TX -> Canton,OH|1485|Del Rio,TX|Canton,OH
Xenia,OH -> Swedesboro,NJ|1486|Xenia,OH|Swedesboro,NJ
Hawkins,TX -> Canton,OH|1487|Hawkins,TX|Canton,OH
Xenia,OH -> Reno,NV|1488|Xenia,OH|Reno,NV
Granite City,IL -> Albert Lea,MN|1489|Granite City,IL|Albert Lea,MN
Cartersville,GA -> Charlotte,NC|1490|Cartersville,GA|Charlotte,NC
Portage,IN -> Cleveland,NC|1491|Portage,IN|Cleveland,NC
Newark,NJ -> Norcross,GA|1492|Newark,NJ|Norcross,GA
St. Louis,MO -> Jacksonville,FL|1493|St. Louis,MO|Jacksonville,FL
Romulus,MI -> Williamsburg,VA|1494|Romulus,MI|Williamsburg,VA
Houston,TX -> West Palm Beach,FL|1495|Houston,TX|West Palm Beach,FL
Portland,OR -> Auburn,WA|1496|Portland,OR|Auburn,WA
Fort Collins,CO -> Sioux City,IA|1497|Fort Collins,CO|Sioux City,IA
Cartersville,GA -> Knoxville,TN|1498|Cartersville,GA|Knoxville,TN
Fairfield,CA -> Puyallup,WA|1499|Fairfield,CA|Puyallup,WA
Newark,NJ -> Lancaster,NY|1500|Newark,NJ|Lancaster,NY
Olyphant,PA -> Berne,IN|1501|Olyphant,PA|Berne,IN
Kenilworth,NJ -> Mount Clemens,MI|1502|Kenilworth,NJ|Mount Clemens,MI
Fairfield,CA -> Merrimack,NH|1503|Fairfield,CA|Merrimack,NH
Williamsburg,VA -> San Antonio,TX|1504|Williamsburg,VA|San Antonio,TX
St. Louis,MO -> Dowagiac,MI|1505|St. Louis,MO|Dowagiac,MI
Van Nuys,CA -> Fallon,NV|1506|Van Nuys,CA|Fallon,NV
Fort Collins,CO -> Leonardtown,MD|1507|Fort Collins,CO|Leonardtown,MD
Rio Rico,AZ -> Phoenix,AZ|1508|Rio Rico,AZ|Phoenix,AZ
Salisbury,NC -> Gastonia,NC|1509|Salisbury,NC|Gastonia,NC
Alexandria,VA -> Gastonia,NC|1510|Alexandria,VA|Gastonia,NC
Gastonia,NC -> Reidsville,NC|1511|Gastonia,NC|Reidsville,NC
Vineland,NJ -> Vernon,CA|1512|Vineland,NJ|Vernon,CA
Wanaque,NJ -> Syracuse,NY|1513|Wanaque,NJ|Syracuse,NY
Paris,TN -> Danville,VA|1514|Paris,TN|Danville,VA
Wilkes-Barre,PA -> Port Orange,FL|1515|Wilkes-Barre,PA|Port Orange,FL
Tampa,FL -> Prinsburg,MN|1516|Tampa,FL|Prinsburg,MN
Bridgewater,NJ -> Ankeny,IA|1517|Bridgewater,NJ|Ankeny,IA
New Haven,CT -> Newark,NJ|1518|New Haven,CT|Newark,NJ
Hackensack,NJ -> Brazil,IN|1519|Hackensack,NJ|Brazil,IN
Stowe,PA -> Chapel Hill,TN|1520|Stowe,PA|Chapel Hill,TN
Philadelphia,PA -> Clinton,NY|1521|Philadelphia,PA|Clinton,NY
Philadelphia,PA -> Stowe,PA|1522|Philadelphia,PA|Stowe,PA
Laredo,TX -> Memphis,TN|1523|Laredo,TX|Memphis,TN
Anderson,SC -> Warren,OH|1524|Anderson,SC|Warren,OH
McCook,NE -> Russellville,KY|1525|McCook,NE|Russellville,KY
Fort Collins,CO -> Trenton,NJ|1526|Fort Collins,CO|Trenton,NJ
Colonial Heights,VA -> Nottingham,MD|1527|Colonial Heights,VA|Nottingham,MD
Colonial Heights,VA -> Myrtle Beach,SC|1528|Colonial Heights,VA|Myrtle Beach,SC
Los Angeles,CA -> Clifton,CO|1529|Los Angeles,CA|Clifton,CO
Carlisle,PA -> West Greenwich,RI|1530|Carlisle,PA|West Greenwich,RI
Colonial Heights,VA -> Piedmont,SC|1531|Colonial Heights,VA|Piedmont,SC
Colonial Heights,VA -> Nashville,TN|1532|Colonial Heights,VA|Nashville,TN
Newark,NJ -> South San Francisco,CA|1533|Newark,NJ|South San Francisco,CA
Williamsburg,VA -> Goldsboro,NC|1534|Williamsburg,VA|Goldsboro,NC
Cartersville,GA -> Fletcher,NC|1535|Cartersville,GA|Fletcher,NC
Merrimack,NH -> Norwich,CT|1536|Merrimack,NH|Norwich,CT
Fort Collins,CO -> Elko,NV|1537|Fort Collins,CO|Elko,NV
Colonial Heights,VA -> Deerfield Beach,FL|1538|Colonial Heights,VA|Deerfield Beach,FL
De Soto,KS -> St. Louis,MO|1539|De Soto,KS|St. Louis,MO
Colonial Heights,VA -> Daytona Beach,FL|1540|Colonial Heights,VA|Daytona Beach,FL
Monte Vista,CO -> Tracy,CA|1541|Monte Vista,CO|Tracy,CA
Richmond,CA -> Roanoke,TX|1542|Richmond,CA|Roanoke,TX
Walla Walla,WA -> Pacific,WA|1543|Walla Walla,WA|Pacific,WA
Taft,CA -> Pacific,WA|1544|Taft,CA|Pacific,WA
Thermal,CA -> Portland,OR|1545|Thermal,CA|Portland,OR
Ontario,CA -> Roanoke,TX|1546|Ontario,CA|Roanoke,TX
Hood River,OR -> Cowiche,WA|1547|Hood River,OR|Cowiche,WA
Winnsboro,TX -> Roanoke,TX|1548|Winnsboro,TX|Roanoke,TX
Oxnard,CA -> Irvine,CA|1549|Oxnard,CA|Irvine,CA
La Pine,OR -> Tolleson,AZ|1550|La Pine,OR|Tolleson,AZ
Santa Maria,CA -> Spokane,WA|1551|Santa Maria,CA|Spokane,WA
Bellevue,WA -> Momence,IL|1552|Bellevue,WA|Momence,IL
Bellevue,WA -> Ephrata,PA|1553|Bellevue,WA|Ephrata,PA
Santa Ana,CA -> Portland,OR|1554|Santa Ana,CA|Portland,OR
Fort Collins,CO -> International Falls,MN|1555|Fort Collins,CO|International Falls,MN
Los Angeles,CA -> Portland,OR|1556|Los Angeles,CA|Portland,OR
Olean,NY -> Romeoville,IL|1557|Olean,NY|Romeoville,IL
Olean,NY -> Joliet,IL|1558|Olean,NY|Joliet,IL
Olean,NY -> Mundelein,IL|1559|Olean,NY|Mundelein,IL
Olean,NY -> Brook Park,OH|1560|Olean,NY|Brook Park,OH
Austin,TX -> Wayzata,MN|1561|Austin,TX|Wayzata,MN
Riverside,CA -> Pomona,CA|1562|Riverside,CA|Pomona,CA
Santa Ana,CA -> Fontana,CA|1563|Santa Ana,CA|Fontana,CA
Bethlehem,PA -> Santa Ana,CA|1564|Bethlehem,PA|Santa Ana,CA
Compton,CA -> Stockton,CA|1565|Compton,CA|Stockton,CA
Bolingbrook,IL -> Tracy,CA|1566|Bolingbrook,IL|Tracy,CA
Saint Albans City,VT -> Plant City,FL|1567|Saint Albans City,VT|Plant City,FL
Plant City,FL -> McCook,IL|1568|Plant City,FL|McCook,IL
Plant City,FL -> Monrovia,MD|1569|Plant City,FL|Monrovia,MD
Not Informed|1570|Not Informed|
