lane|id|pickup|delivery
Fort Collins,CO -> Las Cruces,NM|724|Fort Collins,CO|Las Cruces,NM
Idaho Falls,ID -> Auburn,WA|725|Idaho Falls,ID|Auburn,WA
Newark,NJ -> Cedar Rapids,IA|726|Newark,NJ|Cedar Rapids,IA
St. Louis,MO -> Dundas,MN|727|St. Louis,MO|Dundas,MN
Houston,TX -> Alexandria,LA|728|Houston,TX|Alexandria,LA
Denver,CO -> Las Vegas,NV|729|Denver,CO|Las Vegas,NV
Carlisle,PA -> Hooksett,NH|730|Carlisle,PA|Hooksett,NH
La Porte,TX -> Lafayette,LA|731|La Porte,TX|Lafayette,LA
Williamsburg,VA -> Erie,PA|732|Williamsburg,VA|Erie,PA
Cartersville,GA -> Vicksburg,MS|733|Cartersville,GA|Vicksburg,MS
Medley,FL -> Allentown,PA|734|Medley,FL|Allentown,PA
Louisville,KY -> Nashville,IL|735|Louisville,KY|Nashville,IL
St. Louis,MO -> West Union,IA|736|St. Louis,MO|West Union,IA
Baldwinsville,NY -> Jersey City,NJ|737|Baldwinsville,NY|Jersey City,NJ
Tuscaloosa,AL -> Paris,TX|738|Tuscaloosa,AL|Paris,TX
Aurora,CO -> Cedar City,UT|739|Aurora,CO|Cedar City,UT
Cartersville,GA -> Longview,TX|740|Cartersville,GA|Longview,TX
St. Louis,MO -> Columbus,OH|741|St. Louis,MO|Columbus,OH
Cartersville,GA -> Ocala,FL|742|Cartersville,GA|Ocala,FL
Granite City,IL -> Jackson,MS|743|Granite City,IL|Jackson,MS
Cartersville,GA -> Charleston,SC|744|Cartersville,GA|Charleston,SC
Williamsburg,VA -> Martinsburg,WV|745|Williamsburg,VA|Martinsburg,WV
Fort Collins,CO -> San Antonio,TX|746|Fort Collins,CO|San Antonio,TX
Houston,TX -> Pine Bluff,AR|747|Houston,TX|Pine Bluff,AR
Edison,NJ -> Yazoo City,MS|748|Edison,NJ|Yazoo City,MS
Port Wentworth,GA -> Katy,TX|749|Port Wentworth,GA|Katy,TX
Fairfield,CA -> Eugene,OR|750|Fairfield,CA|Eugene,OR
Baldwinsville,NY -> Lewiston,ME|751|Baldwinsville,NY|Lewiston,ME
Granite City,IL -> Saint Paul,MN|752|Granite City,IL|Saint Paul,MN
Baldwinsville,NY -> Port Huron,MI|753|Baldwinsville,NY|Port Huron,MI
Wilkes-Barre,PA -> Lexington,SC|754|Wilkes-Barre,PA|Lexington,SC
Williamsburg,VA -> Saratoga Springs,NY|755|Williamsburg,VA|Saratoga Springs,NY
Granite City,IL -> Marquette,MI|756|Granite City,IL|Marquette,MI
Columbus,OH -> Erie,PA|757|Columbus,OH|Erie,PA
Jacksonville,FL -> Homestead,FL|758|Jacksonville,FL|Homestead,FL
Houston,TX -> Lubbock,TX|759|Houston,TX|Lubbock,TX
Aurora,CO -> Independence,KS|760|Aurora,CO|Independence,KS
St. Louis,MO -> Poteau,OK|761|St. Louis,MO|Poteau,OK
Baldwinsville,NY -> Chesapeake,VA|762|Baldwinsville,NY|Chesapeake,VA
Houston,TX -> Odessa,TX|763|Houston,TX|Odessa,TX
Baldwinsville,NY -> Oakland,ME|764|Baldwinsville,NY|Oakland,ME
Fort Payne,AL -> Orlando,FL|765|Fort Payne,AL|Orlando,FL
Williamsburg,VA -> Winston-Salem,NC|766|Williamsburg,VA|Winston-Salem,NC
Columbus,OH -> Danville,VA|767|Columbus,OH|Danville,VA
Colonial Heights,VA -> Bridgeport,WV|768|Colonial Heights,VA|Bridgeport,WV
Reidsville,NC -> Edison,NJ|769|Reidsville,NC|Edison,NJ
Colfax,NC -> Waukegan,IL|770|Colfax,NC|Waukegan,IL
La Porte,TX -> Albuquerque,NM|771|La Porte,TX|Albuquerque,NM
Fort Collins,CO -> Rapid City,SD|772|Fort Collins,CO|Rapid City,SD
Fort Collins,CO -> Hays,KS|773|Fort Collins,CO|Hays,KS
Cartersville,GA -> Meridian,MS|774|Cartersville,GA|Meridian,MS
Jacksonville,FL -> Fort Lauderdale,FL|775|Jacksonville,FL|Fort Lauderdale,FL
St. Louis,MO -> Rochester,MN|776|St. Louis,MO|Rochester,MN
Newark,NJ -> Winchester,VA|777|Newark,NJ|Winchester,VA
Newark,NJ -> Romney,WV|778|Newark,NJ|Romney,WV
Cartersville,GA -> Henderson,NC|779|Cartersville,GA|Henderson,NC
Jacksonville,FL -> Meridian,MS|780|Jacksonville,FL|Meridian,MS
St. Louis,MO -> La Vergne,TN|781|St. Louis,MO|La Vergne,TN
Newark,NJ -> Schofield,WI|782|Newark,NJ|Schofield,WI
Aurora,CO -> Hutchinson,KS|783|Aurora,CO|Hutchinson,KS
Aurora,CO -> Williston,ND|784|Aurora,CO|Williston,ND
Conover,NC -> Edison,NJ|785|Conover,NC|Edison,NJ
Lebanon,IN -> York,PA|786|Lebanon,IN|York,PA
Opa-locka,FL -> Calhoun,KY|787|Opa-locka,FL|Calhoun,KY
Santa Ana,CA -> Modesto,CA|788|Santa Ana,CA|Modesto,CA
Tracy,CA -> Tolleson,AZ|789|Tracy,CA|Tolleson,AZ
Timberville,VA -> Memphis,TN|790|Timberville,VA|Memphis,TN
Newark,NJ -> Westmoreland,NY|791|Newark,NJ|Westmoreland,NY
Cartersville,GA -> Saint Augustine,FL|792|Cartersville,GA|Saint Augustine,FL
Colonial Heights,VA -> Wrightsville,PA|793|Colonial Heights,VA|Wrightsville,PA
La Porte,TX -> Natchitoches,LA|794|La Porte,TX|Natchitoches,LA
Wilkes-Barre,PA -> Jackson,TN|795|Wilkes-Barre,PA|Jackson,TN
Portland,OR -> Spokane Valley,WA|796|Portland,OR|Spokane Valley,WA
Columbus,OH -> Lynchburg,VA|797|Columbus,OH|Lynchburg,VA
Houston,TX -> Lafayette,LA|798|Houston,TX|Lafayette,LA
Granite City,IL -> Muskegon,MI|799|Granite City,IL|Muskegon,MI
Jacksonville,FL -> Johnson City,TN|800|Jacksonville,FL|Johnson City,TN
Romulus,MI -> Atlanta,GA|801|Romulus,MI|Atlanta,GA
Flowery Branch,GA -> Canton,OH|802|Flowery Branch,GA|Canton,OH
St. Louis,MO -> Tulsa,OK|803|St. Louis,MO|Tulsa,OK
Knoxville,TN -> Clinton,IA|804|Knoxville,TN|Clinton,IA
Jacksonville,FL -> Naples,FL|805|Jacksonville,FL|Naples,FL
Erie,PA -> Newark,NJ|806|Erie,PA|Newark,NJ
Fort Collins,CO -> Lubbock,TX|807|Fort Collins,CO|Lubbock,TX
Newark,NJ -> Green Bay,WI|808|Newark,NJ|Green Bay,WI
Granite City,IL -> Sauk Rapids,MN|809|Granite City,IL|Sauk Rapids,MN
Cartersville,GA -> Lake City,FL|810|Cartersville,GA|Lake City,FL
Williamsburg,VA -> Raleigh,NC|811|Williamsburg,VA|Raleigh,NC
St. Louis,MO -> West Memphis,AR|812|St. Louis,MO|West Memphis,AR
Granite City,IL -> Mansfield,OH|813|Granite City,IL|Mansfield,OH
Columbus,OH -> Roanoke,VA|814|Columbus,OH|Roanoke,VA
Vineland,NJ -> Bronx,NY|815|Vineland,NJ|Bronx,NY
Valparaiso,IN -> Ankeny,IA|816|Valparaiso,IN|Ankeny,IA
Clayton,NC -> Tampa,FL|817|Clayton,NC|Tampa,FL
Geneva,NY -> Ephrata,PA|818|Geneva,NY|Ephrata,PA
Mount Airy,NC -> Buford,GA|819|Mount Airy,NC|Buford,GA
Washington,PA -> Philadelphia,PA|820|Washington,PA|Philadelphia,PA
Baltimore,MD -> Syracuse,NY|821|Baltimore,MD|Syracuse,NY
Casa Grande,AZ -> Fremont,CA|822|Casa Grande,AZ|Fremont,CA
Upper Marlboro,MD -> Methuen,MA|823|Upper Marlboro,MD|Methuen,MA
Granite City,IL -> Portland,IN|824|Granite City,IL|Portland,IN
1,LA -> Brazil,IN|825|1,LA|Brazil,IN
Merrimack,NH -> Patchogue,NY|826|Merrimack,NH|Patchogue,NY
Jacksonville,FL -> Wilmington,NC|827|Jacksonville,FL|Wilmington,NC
Buffalo,NY -> New Brunswick,NJ|828|Buffalo,NY|New Brunswick,NJ
Carlisle,PA -> Orange,CT|829|Carlisle,PA|Orange,CT
New York,NY -> Clifton Park,NY|830|New York,NY|Clifton Park,NY
Aurora,CO -> Riverton,WY|831|Aurora,CO|Riverton,WY
St. Louis,MO -> Olive Branch,MS|832|St. Louis,MO|Olive Branch,MS
Williamsburg,VA -> Greensboro,NC|833|Williamsburg,VA|Greensboro,NC
Kent,WA -> Spokane,WA|834|Kent,WA|Spokane,WA
Irvington,NJ -> Chicago,IL|835|Irvington,NJ|Chicago,IL
McCook,NE -> Chicago,IL|836|McCook,NE|Chicago,IL
Pittsburgh,PA -> Greenfield,IN|837|Pittsburgh,PA|Greenfield,IN
Williamsburg,VA -> Florence,SC|838|Williamsburg,VA|Florence,SC
Fort Collins,CO -> Sedalia,MO|839|Fort Collins,CO|Sedalia,MO
Covesville,VA -> Jacksonville,FL|840|Covesville,VA|Jacksonville,FL
Houston,TX -> Loxley,AL|841|Houston,TX|Loxley,AL
Houston,TX -> Lake Charles,LA|842|Houston,TX|Lake Charles,LA
Los Angeles,CA -> Bisbee,AZ|843|Los Angeles,CA|Bisbee,AZ
Aurora,CO -> Grand Island,NE|844|Aurora,CO|Grand Island,NE
Granite City,IL -> Kokomo,IN|845|Granite City,IL|Kokomo,IN
Carlisle,PA -> Medford,MA|846|Carlisle,PA|Medford,MA
Jacksonville,FL -> Cartersville,GA|847|Jacksonville,FL|Cartersville,GA
La Porte,TX -> Lake Charles,LA|848|La Porte,TX|Lake Charles,LA
Jacksonville,FL -> Columbia,SC|849|Jacksonville,FL|Columbia,SC
La Porte,TX -> Ferriday,LA|850|La Porte,TX|Ferriday,LA
Mount Ayr,IA -> Laceys Spring,AL|851|Mount Ayr,IA|Laceys Spring,AL
Granite City,IL -> Dubuque,IA|852|Granite City,IL|Dubuque,IA
Jacksonville,FL -> Opelika,AL|853|Jacksonville,FL|Opelika,AL
Fort Collins,CO -> Lewistown,MT|854|Fort Collins,CO|Lewistown,MT
Houston,TX -> Hutchinson,KS|855|Houston,TX|Hutchinson,KS
Dunn,NC -> Moonachie,NJ|856|Dunn,NC|Moonachie,NJ
Newark,NJ -> Rock Hill,SC|857|Newark,NJ|Rock Hill,SC
Newark,NJ -> Jackson,TN|858|Newark,NJ|Jackson,TN
Halls,TN -> Dallas,TX|859|Halls,TN|Dallas,TX
Oxnard,CA -> Tolleson,AZ|860|Oxnard,CA|Tolleson,AZ
Opelika,AL -> Bryan,OH|861|Opelika,AL|Bryan,OH
Los Angeles,CA -> Richmond,CA|862|Los Angeles,CA|Richmond,CA
Columbus,OH -> Bay City,MI|863|Columbus,OH|Bay City,MI
South Windsor,CT -> Baldwinsville,NY|864|South Windsor,CT|Baldwinsville,NY
Granite City,IL -> Vicksburg,MS|865|Granite City,IL|Vicksburg,MS
St. Louis,MO -> Decatur,IL|866|St. Louis,MO|Decatur,IL
Walnut Ridge,AR -> Massillon,OH|867|Walnut Ridge,AR|Massillon,OH
Dallas,TX -> Davenport,IA|868|Dallas,TX|Davenport,IA
Columbus,OH -> Fredericksburg,VA|869|Columbus,OH|Fredericksburg,VA
Aurora,CO -> Scottsbluff,NE|870|Aurora,CO|Scottsbluff,NE
Fairfield,CA -> Medford,OR|871|Fairfield,CA|Medford,OR
Houston,TX -> Camden,AR|872|Houston,TX|Camden,AR
La Porte,TX -> Austin,TX|873|La Porte,TX|Austin,TX
Houston,TX -> Gulfport,MS|874|Houston,TX|Gulfport,MS
Houston,TX -> Roanoke,TX|875|Houston,TX|Roanoke,TX
Tracy,CA -> Waddell,AZ|876|Tracy,CA|Waddell,AZ
Jackson,WY -> Fort Collins,CO|877|Jackson,WY|Fort Collins,CO
La Porte,TX -> Houma,LA|878|La Porte,TX|Houma,LA
Tuscaloosa,AL -> Xenia,OH|879|Tuscaloosa,AL|Xenia,OH
Wapato,WA -> Portland,OR|880|Wapato,WA|Portland,OR
Ontario,CA -> Tolleson,AZ|881|Ontario,CA|Tolleson,AZ
La Porte,TX -> Shreveport,LA|882|La Porte,TX|Shreveport,LA
Cartersville,GA -> Pensacola,FL|883|Cartersville,GA|Pensacola,FL
Cartersville,GA -> Gainesville,FL|884|Cartersville,GA|Gainesville,FL
Granite City,IL -> Sheboygan,WI|885|Granite City,IL|Sheboygan,WI
Orlando,FL -> Bryan,OH|886|Orlando,FL|Bryan,OH
Aurora,CO -> Fremont,NE|887|Aurora,CO|Fremont,NE
Columbus,OH -> Jenkins Township,PA|888|Columbus,OH|Jenkins Township,PA
Clarksville,TN -> Columbus,OH|889|Clarksville,TN|Columbus,OH
La Porte,TX -> Alexandria,LA|890|La Porte,TX|Alexandria,LA
Williams,MN -> Coloma,WI|891|Williams,MN|Coloma,WI
Houston,TX -> Metairie,LA|892|Houston,TX|Metairie,LA
Lebanon,KY -> Mount Holly,NC|893|Lebanon,KY|Mount Holly,NC
Colonial Heights,VA -> Clarksburg,WV|894|Colonial Heights,VA|Clarksburg,WV
Jacksonville,FL -> Hickory,NC|895|Jacksonville,FL|Hickory,NC
St. Louis,MO -> Cedar Rapids,IA|896|St. Louis,MO|Cedar Rapids,IA
Carlisle,PA -> Carlstadt,NJ|897|Carlisle,PA|Carlstadt,NJ
Granite City,IL -> Tulsa,OK|898|Granite City,IL|Tulsa,OK
Pittsburgh,PA -> Fairfield,NJ|899|Pittsburgh,PA|Fairfield,NJ
Paris,TN -> Gastonia,NC|900|Paris,TN|Gastonia,NC
Lebanon,IN -> Commerce,GA|901|Lebanon,IN|Commerce,GA
Zion,IL -> Athens,TN|902|Zion,IL|Athens,TN
New York,NY -> Watervliet,NY|903|New York,NY|Watervliet,NY
Lake Wales,FL -> Evans City,PA|904|Lake Wales,FL|Evans City,PA
North East,MD -> South Windsor,CT|905|North East,MD|South Windsor,CT
Brooklyn,NY -> Jersey City,NJ|906|Brooklyn,NY|Jersey City,NJ
Houston,TX -> Natchitoches,LA|907|Houston,TX|Natchitoches,LA
Franklin,VA -> Bringhurst,IN|908|Franklin,VA|Bringhurst,IN
Plant City,FL -> Burlington,NJ|909|Plant City,FL|Burlington,NJ
Columbus,OH -> Johnstown,PA|910|Columbus,OH|Johnstown,PA
Lewistown,PA -> Newark,NJ|911|Lewistown,PA|Newark,NJ
Chippewa Falls,WI -> Clinton,IA|912|Chippewa Falls,WI|Clinton,IA
Des Moines,IA -> Columbus,OH|913|Des Moines,IA|Columbus,OH
Philadelphia,PA -> Gastonia,NC|914|Philadelphia,PA|Gastonia,NC
Sinking Spring,PA -> Gouverneur,NY|915|Sinking Spring,PA|Gouverneur,NY
Fort Collins,CO -> Prescott Valley,AZ|916|Fort Collins,CO|Prescott Valley,AZ
Jacksonville,FL -> Goldsboro,NC|917|Jacksonville,FL|Goldsboro,NC
Santa Ana,CA -> Sacramento,CA|918|Santa Ana,CA|Sacramento,CA
Cranbury Township,NJ -> New Paltz,NY|919|Cranbury Township,NJ|New Paltz,NY
Reading,PA -> Everett,MA|920|Reading,PA|Everett,MA
Granite City,IL -> Kirksville,MO|921|Granite City,IL|Kirksville,MO
Granite City,IL -> Cedar Rapids,IA|922|Granite City,IL|Cedar Rapids,IA
Cartersville,GA -> Richland,MS|923|Cartersville,GA|Richland,MS
Front Royal,VA -> Hempstead,NY|924|Front Royal,VA|Hempstead,NY
Piedmont,SC -> Columbus,OH|925|Piedmont,SC|Columbus,OH
Jacksonville,FL -> West Palm Beach,FL|926|Jacksonville,FL|West Palm Beach,FL
Carlisle,PA -> Philadelphia,PA|927|Carlisle,PA|Philadelphia,PA
Williamsburg,VA -> Spartanburg,SC|928|Williamsburg,VA|Spartanburg,SC
Breinigsville,PA -> Upper Marlboro,MD|929|Breinigsville,PA|Upper Marlboro,MD
South Windsor,CT -> Bernhards Bay,NY|930|South Windsor,CT|Bernhards Bay,NY
Houston,TX -> Austin,TX|931|Houston,TX|Austin,TX
Jacksonville,FL -> Rock Hill,SC|932|Jacksonville,FL|Rock Hill,SC
Irvington,NJ -> Napoleon,OH|933|Irvington,NJ|Napoleon,OH
Spindale,NC -> Sikeston,MO|934|Spindale,NC|Sikeston,MO
Huntingdon,TN -> Darlington,SC|935|Huntingdon,TN|Darlington,SC
Monroe,WI -> Sheboygan,WI|936|Monroe,WI|Sheboygan,WI
Newark,NJ -> Jamestown,NY|937|Newark,NJ|Jamestown,NY
Houston,TX -> Harpersville,AL|938|Houston,TX|Harpersville,AL
Carlisle,PA -> Shirley,NY|939|Carlisle,PA|Shirley,NY
Tuscaloosa,AL -> Franklin,OH|940|Tuscaloosa,AL|Franklin,OH
Tamaqua,PA -> East Jordan,MI|941|Tamaqua,PA|East Jordan,MI
Colfax,NC -> Abbottstown,PA|942|Colfax,NC|Abbottstown,PA
Charlotte,NC -> Memphis,TN|943|Charlotte,NC|Memphis,TN
Cartersville,GA -> La Vergne,TN|944|Cartersville,GA|La Vergne,TN
Houston,TX -> Richland,MS|945|Houston,TX|Richland,MS
Fairfield,CA -> Carson,CA|946|Fairfield,CA|Carson,CA
Cerritos,CA -> Tracy,CA|947|Cerritos,CA|Tracy,CA
Rio Rico,AZ -> Los Angeles,CA|948|Rio Rico,AZ|Los Angeles,CA
Philadelphia,PA -> Chapel Hill,TN|949|Philadelphia,PA|Chapel Hill,TN
Boca Raton,FL -> Newport News,VA|950|Boca Raton,FL|Newport News,VA
Braitwaite,LA -> Herculaneum,MO|951|Braitwaite,LA|Herculaneum,MO
Newark,NJ -> State College,PA|952|Newark,NJ|State College,PA
Jacksonville,FL -> Fort Myers,FL|953|Jacksonville,FL|Fort Myers,FL
Denver,CO -> Lubbock,TX|954|Denver,CO|Lubbock,TX
Jacksonville,FL -> Colonial Heights,VA|955|Jacksonville,FL|Colonial Heights,VA
Tuscaloosa,AL -> Cincinnati,OH|956|Tuscaloosa,AL|Cincinnati,OH
Newark,NJ -> Erie,PA|957|Newark,NJ|Erie,PA
Houston,TX -> Houma,LA|958|Houston,TX|Houma,LA
Williamsburg,VA -> Beaver,WV|959|Williamsburg,VA|Beaver,WV
Jacksonville,FL -> Spartanburg,SC|960|Jacksonville,FL|Spartanburg,SC
Brooklyn,NY -> Augusta,GA|961|Brooklyn,NY|Augusta,GA
Granite City,IL -> Soddy-Daisy,TN|962|Granite City,IL|Soddy-Daisy,TN
Paris,TN -> Wixom,MI|963|Paris,TN|Wixom,MI
Bartow,WV -> Norton,VA|964|Bartow,WV|Norton,VA
Spring Valley,NY -> Bronx,NY|965|Spring Valley,NY|Bronx,NY
Pittston,PA -> Newington,CT|966|Pittston,PA|Newington,CT
Ventura,CA -> Fremont,CA|967|Ventura,CA|Fremont,CA
Knoxville,TN -> Wauconda,IL|968|Knoxville,TN|Wauconda,IL
La Porte,TX -> Gulfport,MS|969|La Porte,TX|Gulfport,MS
Wylie,TX -> Laredo,TX|970|Wylie,TX|Laredo,TX
Aurora,CO -> Pueblo,CO|971|Aurora,CO|Pueblo,CO
Clarksville,TN -> Clinton,IA|972|Clarksville,TN|Clinton,IA
Colonial Heights,VA -> Rock Hill,SC|973|Colonial Heights,VA|Rock Hill,SC
La Porte,TX -> Longview,TX|974|La Porte,TX|Longview,TX
Newark,NJ -> Ypsilanti,MI|975|Newark,NJ|Ypsilanti,MI
Tuscaloosa,AL -> Borden,IN|976|Tuscaloosa,AL|Borden,IN
Wapakoneta,OH -> Canton,OH|977|Wapakoneta,OH|Canton,OH
Vernon,CA -> Tracy,CA|978|Vernon,CA|Tracy,CA
Newark,NJ -> Highland Park,MI|979|Newark,NJ|Highland Park,MI
Granite City,IL -> Muskogee,OK|980|Granite City,IL|Muskogee,OK
Aurora,CO -> Logan,UT|981|Aurora,CO|Logan,UT
St. Louis,MO -> Hannibal,MO|982|St. Louis,MO|Hannibal,MO
Portland,OR -> Fairfield,CA|983|Portland,OR|Fairfield,CA
Fort Collins,CO -> Yankton,SD|984|Fort Collins,CO|Yankton,SD
McCook,NE -> Davenport,IA|985|McCook,NE|Davenport,IA
Williamsburg,VA -> Jersey City,NJ|986|Williamsburg,VA|Jersey City,NJ
Newark,NJ -> Norwich,CT|987|Newark,NJ|Norwich,CT
St. Louis,MO -> Traverse City,MI|988|St. Louis,MO|Traverse City,MI
Austell,GA -> Cincinnati,OH|989|Austell,GA|Cincinnati,OH
Latrobe,PA -> Wanaque,NJ|990|Latrobe,PA|Wanaque,NJ
Commerce,CA -> Fremont,CA|991|Commerce,CA|Fremont,CA
Cherry Hill,NJ -> North Kingstown,RI|992|Cherry Hill,NJ|North Kingstown,RI
Congers,NY -> Saint Albans City,VT|993|Congers,NY|Saint Albans City,VT
Conover,NC -> Crothersville,IN|994|Conover,NC|Crothersville,IN
Wills Point,TX -> Northlake,IL|995|Wills Point,TX|Northlake,IL
Atlanta,GA -> Roanoke,TX|996|Atlanta,GA|Roanoke,TX
Statesville,NC -> Canton,OH|997|Statesville,NC|Canton,OH
Davenport,IA -> Columbus,OH|998|Davenport,IA|Columbus,OH
Newark,NJ -> Grand Rapids,MI|999|Newark,NJ|Grand Rapids,MI
Cartersville,GA -> Summit,MS|1000|Cartersville,GA|Summit,MS
Xenia,OH -> Wood Dale,IL|1001|Xenia,OH|Wood Dale,IL
Granite City,IL -> Harpersville,AL|1002|Granite City,IL|Harpersville,AL
Kansas City,MO -> New Haven,IN|1003|Kansas City,MO|New Haven,IN
Baldwinsville,NY -> Medford,MA|1004|Baldwinsville,NY|Medford,MA
Joplin,MO -> Athens,TN|1005|Joplin,MO|Athens,TN
Portland,OR -> Commerce,CA|1006|Portland,OR|Commerce,CA
Fort Collins,CO -> Rock Springs,WY|1007|Fort Collins,CO|Rock Springs,WY
Newark,NJ -> Lincolnwood,IL|1008|Newark,NJ|Lincolnwood,IL
Burt,NY -> Pennsauken Township,NJ|1009|Burt,NY|Pennsauken Township,NJ
Carlisle,PA -> Springfield,VA|1010|Carlisle,PA|Springfield,VA
Fort Collins,CO -> Steamboat Springs,CO|1011|Fort Collins,CO|Steamboat Springs,CO
Atkins,VA -> Cleveland,NC|1012|Atkins,VA|Cleveland,NC
Cartersville,GA -> Bardstown,KY|1013|Cartersville,GA|Bardstown,KY
Fort Collins,CO -> Mobridge,SD|1014|Fort Collins,CO|Mobridge,SD
Williamsburg,VA -> Sun Prairie,WI|1015|Williamsburg,VA|Sun Prairie,WI
Laredo,TX -> Waco,TX|1016|Laredo,TX|Waco,TX
Conover,NC -> Florence,AL|1017|Conover,NC|Florence,AL
Cartersville,GA -> Savannah,GA|1018|Cartersville,GA|Savannah,GA
Los Angeles,CA -> Visalia,CA|1019|Los Angeles,CA|Visalia,CA
Cartersville,GA -> Lumberton,NC|1020|Cartersville,GA|Lumberton,NC
Reading,PA -> Gouverneur,NY|1021|Reading,PA|Gouverneur,NY
Granite City,IL -> Decatur,AL|1022|Granite City,IL|Decatur,AL
Conover,NC -> Sikeston,MO|1023|Conover,NC|Sikeston,MO
McKenzie,TN -> West Monroe,LA|1024|McKenzie,TN|West Monroe,LA
Paris,TN -> Brighton,MI|1025|Paris,TN|Brighton,MI
Pescadero,CA -> Commerce,CA|1026|Pescadero,CA|Commerce,CA
1,LA -> Herculaneum,MO|1027|1,LA|Herculaneum,MO
Granite City,IL -> West Union,IA|1028|Granite City,IL|West Union,IA
Pittston,PA -> Queens,NY|1029|Pittston,PA|Queens,NY
Fairfield,CA -> Visalia,CA|1030|Fairfield,CA|Visalia,CA
Fort Collins,CO -> Cody,WY|1031|Fort Collins,CO|Cody,WY
Pleasant Prairie,WI -> Pevely,MO|1032|Pleasant Prairie,WI|Pevely,MO
Newton,NC -> Romeoville,IL|1033|Newton,NC|Romeoville,IL
Baldwinsville,NY -> Wrightsville,PA|1034|Baldwinsville,NY|Wrightsville,PA
Lewistown,PA -> Baldwinsville,NY|1035|Lewistown,PA|Baldwinsville,NY
Cartersville,GA -> Lanett,AL|1036|Cartersville,GA|Lanett,AL
Cabazon,CA -> Tolleson,AZ|1037|Cabazon,CA|Tolleson,AZ
Granite City,IL -> Hannibal,MO|1038|Granite City,IL|Hannibal,MO
Houston,TX -> Victoria,TX|1039|Houston,TX|Victoria,TX
Greenville,SC -> Evans City,PA|1040|Greenville,SC|Evans City,PA
Santa Ana,CA -> Goodyear,AZ|1041|Santa Ana,CA|Goodyear,AZ
Los Angeles,CA -> Indio,CA|1042|Los Angeles,CA|Indio,CA
Oconto,WI -> Alton,IL|1043|Oconto,WI|Alton,IL
Williamsburg,VA -> Rocky Mount,NC|1044|Williamsburg,VA|Rocky Mount,NC
Newark,NJ -> Aurora,IN|1045|Newark,NJ|Aurora,IN
La Porte,TX -> San Angelo,TX|1046|La Porte,TX|San Angelo,TX
St. Louis,MO -> Rogers,MN|1047|St. Louis,MO|Rogers,MN
Newark,NJ -> Warren,MI|1048|Newark,NJ|Warren,MI
Wylie,TX -> Memphis,TN|1049|Wylie,TX|Memphis,TN
Newark,NJ -> Cranston,RI|1050|Newark,NJ|Cranston,RI
Carson,CA -> Las Vegas,NV|1051|Carson,CA|Las Vegas,NV
Yuma,AZ -> Delano,CA|1052|Yuma,AZ|Delano,CA
Bridgewater,NJ -> Elgin,SC|1053|Bridgewater,NJ|Elgin,SC
Spring Valley,NY -> Waterbury,CT|1054|Spring Valley,NY|Waterbury,CT
Hialeah,FL -> Richburg,SC|1055|Hialeah,FL|Richburg,SC
Compton,CA -> Goodyear,AZ|1056|Compton,CA|Goodyear,AZ
El Paso,TX -> Laredo,TX|1057|El Paso,TX|Laredo,TX
Jackson,MS -> Athens,TN|1058|Jackson,MS|Athens,TN
Long Beach,CA -> Long Beach,CA|1059|Long Beach,CA|Long Beach,CA
Plant City,FL -> McDonough,GA|1060|Plant City,FL|McDonough,GA
Brooklyn Park,MN -> Bolingbrook,IL|1061|Brooklyn Park,MN|Bolingbrook,IL
Stockton,CA -> Tracy,CA|1062|Stockton,CA|Tracy,CA
El Monte,CA -> Tempe,AZ|1063|El Monte,CA|Tempe,AZ
Bellevue,WA -> Portland,OR|1064|Bellevue,WA|Portland,OR
Aurora,CO -> Ogden,UT|1065|Aurora,CO|Ogden,UT
Cartersville,GA -> Goldsboro,NC|1066|Cartersville,GA|Goldsboro,NC
Pittston,PA -> Swedesboro,NJ|1067|Pittston,PA|Swedesboro,NJ
Somerset,WI -> Clinton,IA|1068|Somerset,WI|Clinton,IA
Moonachie,NJ -> Angier,NC|1069|Moonachie,NJ|Angier,NC
Little Falls,NY -> Baldwinsville,NY|1070|Little Falls,NY|Baldwinsville,NY
Conover,NC -> Paragould,AR|1071|Conover,NC|Paragould,AR
Shippensburg,PA -> Upper Marlboro,MD|1072|Shippensburg,PA|Upper Marlboro,MD
Reading,PA -> Joliet,IL|1073|Reading,PA|Joliet,IL
Montgomery,AL -> Conover,NC|1074|Montgomery,AL|Conover,NC
Reading,PA -> Romeoville,IL|1075|Reading,PA|Romeoville,IL
Houston,TX -> Abilene,TX|1076|Houston,TX|Abilene,TX
Wanaque,NJ -> Rochester,NY|1077|Wanaque,NJ|Rochester,NY
North Richland Hills,TX -> Laceys Spring,AL|1078|North Richland Hills,TX|Laceys Spring,AL
Marion,VA -> York,PA|1079|Marion,VA|York,PA
Timberville,VA -> Forest Park,GA|1080|Timberville,VA|Forest Park,GA
Houston,TX -> Hot Springs,AR|1081|Houston,TX|Hot Springs,AR
Quincy,IL -> Lafayette,IN|1082|Quincy,IL|Lafayette,IN
Columbus,OH -> Hagerstown,MD|1083|Columbus,OH|Hagerstown,MD
Williamsburg,VA -> Trenton,NJ|1084|Williamsburg,VA|Trenton,NJ
Granite City,IL -> Morrilton,AR|1085|Granite City,IL|Morrilton,AR
Bethlehem,PA -> Pittsburgh,PA|1086|Bethlehem,PA|Pittsburgh,PA
Los Angeles,CA -> Santa Maria,CA|1087|Los Angeles,CA|Santa Maria,CA
